Year,Team,BPIO,BPID
2013,Stony Brook,0.2,7.0
2013,Ohio,5.5,1.6
2013,Colorado,2.5,4.6
2013,BYU,8.0,-1.0
2013,Valparaiso,3.9,3.1
2013,Dayton,5.6,1.3
2013,Tennessee,2.5,4.3
2013,Providence,4.0,2.8
2013,Saint Joseph's,2.3,4.5
2013,Weber State,4.1,2.6
2013,Detroit Mercy,10.1,-3.4
2013,Stephen F. Austin,-6.3,12.7
2013,Purdue,3.3,2.8
2013,Lehigh,5.6,0.5
2013,Richmond,4.1,1.9
2013,Louisiana Tech,3.2,2.6
2013,Seton Hall,1.9,3.5
2013,Santa Clara,6.8,-1.4
2013,Arizona State,3.7,1.7
2013,Texas A&M,-1.4,6.1
2013,Iona,12.6,-7.9
2013,Xavier,-0.3,5.0
2013,South Dakota State,4.8,-0.2
2013,Princeton,-2.4,7.0
2013,Clemson,-3.4,8.0
2013,Rutgers,1.3,3.3
2013,North Carolina Central,-1.3,5.7
2013,Mercer,-1.7,5.9
2013,UMass,6.4,-2.2
2013,Vanderbilt,-4.4,8.4
2013,Washington State,-0.3,4.3
2013,Eastern Kentucky,4.3,-0.4
2013,Evansville,2.6,1.3
2013,Texas,0.9,2.9
2013,St. John's,0.1,3.7
2013,New Mexico State,0.7,3.1
2013,LSU,4.1,-0.3
2013,Georgia Tech,-1.6,5.1
2013,Canisius,5.9,-2.5
2013,Florida Gulf Coast,4.1,-0.7
2013,West Virginia,0.6,2.6
2013,Georgia,-3.4,6.6
2013,Washington,2.2,0.9
2013,George Washington,-0.1,3.2
2013,USC,0.9,2.2
2013,Murray State,2.9,0.1
2013,Loyola (MD),-0.1,3.0
2013,Robert Morris,1.1,1.8
2013,Indiana State,-0.5,3.4
2013,St. Bonaventure,4.8,-1.9
2013,Boston College,2.6,0.3
2013,Oral Roberts,3.3,-0.4
2013,Utah State,1.4,1.5
2013,UTEP,-2.4,5.3
2013,Florida State,2.2,0.6
2013,Pacific,-0.5,3.1
2013,Northwestern State,7.6,-5.2
2013,Green Bay,-0.3,2.7
2013,East Carolina,6.1,-3.7
2013,Harvard,1.6,0.8
2013,George Mason,1.0,1.3
2013,UC Irvine,1.3,1.0
2013,Charlotte,0.5,1.8
2013,Northwestern,-2.6,4.6
2013,UCF,2.4,-0.4
2013,Texas Southern,2.0,-0.2
2013,South Florida,-4.3,6.1
2013,Oregon State,5.1,-3.4
2013,Wright State,-5.4,7.1
2013,Fairfield,-5.6,7.3
2013,Drake,5.3,-3.6
2013,Fresno State,-4.7,6.4
2013,Arkansas State,-1.1,2.8
2013,Utah,-2.5,4.2
2013,UT Arlington,-2.4,3.9
2013,Wyoming,-5.9,7.4
2013,Kent State,3.8,-2.3
2013,Army,4.0,-2.6
2013,Vermont,-3.9,5.3
2013,Charleston Southern,3.7,-2.3
2013,Western Michigan,-0.2,1.6
2013,Albany,-1.7,3.1
2013,DePaul,6.9,-5.5
2013,Western Illinois,-8.8,10.2
2013,Niagara,5.8,-4.5
2013,Charleston,-1.5,2.7
2013,Boston University,1.3,-0.1
2013,Southern,-2.9,4.0
2013,Montana,0.2,0.7
2013,Wake Forest,1.5,-0.7
2013,Tulane,1.5,-0.6
2013,Tennessee State,2.8,-2.0
2013,Air Force,3.0,-2.3
2013,Cal Poly,-3.2,3.8
2013,Penn State,-1.3,1.8
2013,Nebraska,-5.1,5.4
2013,Manhattan,-6.9,7.2
2013,Bradley,1.0,-0.9
2013,Rider,-2.6,2.7
2013,UAB,3.5,-3.4
2013,Houston,7.9,-7.9
2013,Loyola Chicago,-2.9,2.9
2013,Delaware,2.6,-2.7
2013,Bryant,3.8,-4.0
2013,San Francisco,1.3,-1.6
2013,Georgia State,-0.1,-0.2
2013,Southern Illinois,-2.8,2.4
2013,Western Kentucky,-1.5,1.1
2013,San Diego,-1.8,1.3
2013,SMU,-3.0,2.5
2013,Elon,-0.9,0.4
2013,Virginia Tech,4.1,-4.7
2013,Drexel,-3.2,2.6
2013,Gardner-Webb,-4.4,3.8
2013,Northeastern,1.5,-2.2
2013,South Carolina Upstate,0.2,-0.9
2013,Youngstown State,3.0,-3.8
2013,Toledo,2.0,-2.8
2013,CSU Northridge,6.0,-6.8
2013,Long Island University,7.8,-8.7
2013,Towson,0.1,-1.1
2013,Hawai'i,0.2,-1.2
2013,Yale,0.0,-1.0
2013,South Carolina,1.2,-2.2
2013,High Point,-0.3,-0.8
2013,Auburn,-0.1,-1.1
2013,Quinnipiac,1.7,-2.9
2013,CSU Fullerton,5.9,-7.1
2013,Morgan State,0.3,-1.5
2013,Savannah State,-9.7,8.4
2013,Tulsa,0.8,-2.1
2013,South Alabama,0.5,-1.9
2013,Idaho,1.7,-3.2
2013,UNC Asheville,1.4,-2.8
2013,Florida International,1.8,-3.3
2013,UC Davis,3.0,-4.5
2013,Oakland,5.9,-7.4
2013,Long Beach State,1.3,-2.9
2013,Jacksonville State,-2.4,0.8
2013,UIC,-3.7,2.0
2013,Coastal Carolina,-3.0,1.1
2013,Columbia,-5.4,3.5
2013,Buffalo,-0.6,-1.4
2013,Rhode Island,-3.9,1.9
2013,Sam Houston,-6.4,4.3
2013,Wagner,-0.8,-1.4
2013,Morehead State,2.4,-4.6
2013,William & Mary,1.0,-3.2
2013,James Madison,-2.6,0.3
2013,Lafayette,0.7,-3.0
2013,Southeast Missouri State,3.0,-5.3
2013,Marshall,1.1,-3.5
2013,Norfolk State,-1.9,-0.7
2013,Little Rock,-2.0,-0.5
2013,Nevada,0.8,-3.4
2013,St. Francis (BKN),0.5,-3.2
2013,Bowling Green,-4.9,2.2
2013,UC Santa Barbara,-2.9,-0.2
2013,Mount St. Mary's,0.7,-3.8
2013,NJIT,-2.1,-1.2
2013,Missouri State,-6.1,2.8
2013,Wofford,-9.0,5.7
2013,Loyola Marymount,-3.3,-0.2
2013,Western Carolina,0.3,-3.8
2013,Purdue Fort Wayne,-2.2,-1.4
2013,Hartford,-7.4,3.8
2013,Stetson,1.1,-4.8
2013,North Carolina A&T,-5.7,1.9
2013,Florida Atlantic,-2.4,-1.6
2013,Louisiana,1.4,-5.5
2013,CSU Bakersfield,-1.0,-3.1
2013,Holy Cross,-5.2,1.1
2013,North Florida,-1.0,-3.2
2013,Marist,0.0,-4.2
2013,Mississippi State,-3.7,-0.5
2013,Duquesne,1.9,-6.1
2013,Brown,-4.9,0.6
2013,UTSA,-1.6,-2.9
2013,Northern Colorado,0.7,-5.3
2013,South Dakota,2.1,-6.8
2013,Central Connecticut,3.2,-7.9
2013,Pepperdine,-4.6,-0.2
2013,New Hampshire,-6.8,2.0
2013,North Dakota,-2.3,-2.7
2013,Cornell,-1.1,-3.9
2013,Ball State,-2.8,-2.2
2013,North Texas,-2.3,-2.8
2013,Seattle U,-2.5,-2.7
2013,Bethune-Cookman,-1.6,-3.6
2013,Appalachian State,0.2,-5.4
2013,Tennessee Tech,-4.2,-1.0
2013,Northern Kentucky,-8.8,3.3
2013,Hampton,-4.8,-0.7
2013,Pennsylvania,-3.7,-1.9
2013,Old Dominion,-2.2,-3.4
2013,Maine,-1.2,-4.5
2013,Sacred Heart,1.5,-7.3
2013,Texas Tech,-0.8,-5.0
2013,Miami (OH),-3.4,-2.4
2013,Nicholls,0.0,-5.8
2013,TCU,-10.5,4.7
2013,American University,-7.6,1.8
2013,Texas State,2.4,-8.3
2013,Sacramento State,-5.5,-0.4
2013,Portland,-5.7,-0.2
2013,Fordham,-0.3,-5.7
2013,Eastern Michigan,-11.4,5.4
2013,SE Louisiana,-4.2,-1.9
2013,VMI,4.7,-10.9
2013,Winthrop,-9.3,3.0
2013,Saint Peter's,-7.7,1.5
2013,Central Michigan,0.6,-6.9
2013,Jacksonville,-0.7,-5.6
2013,San José State,-4.6,-1.7
2013,Colgate,-2.5,-3.9
2013,Austin Peay,1.8,-8.2
2013,Cleveland State,-3.8,-2.7
2013,Liberty,-1.8,-4.7
2013,Georgia Southern,-6.6,0.0
2013,Delaware State,-6.3,-0.4
2013,Eastern Washington,0.4,-7.1
2013,UNC Greensboro,1.0,-7.7
2013,Troy,-5.6,-1.4
2013,Central Arkansas,4.8,-11.8
2013,McNeese,-3.8,-3.3
2013,Arkansas-Pine Bluff,-5.3,-1.8
2013,Utah Valley,-2.3,-4.8
2013,Dartmouth,-6.3,-0.8
2013,Samford,-6.3,-1.0
2013,Milwaukee,-3.7,-4.0
2013,Chattanooga,-1.3,-6.4
2013,Lipscomb,0.4,-8.1
2013,Monmouth,-3.9,-3.9
2013,Radford,-4.9,-2.9
2013,SIU Edwardsville,-5.8,-2.0
2014,Louisville,10.7,9.4
2014,Florida,5.2,14.0
2014,Duke,13.6,5.2
2014,Arizona,5.9,11.8
2014,Virginia,0.2,16.1
2014,Villanova,8.7,7.5
2014,Kansas,11.0,4.8
2014,Wisconsin,7.8,8.0
2014,Michigan,8.7,7.0
2014,Pittsburgh,7.1,8.3
2014,Michigan State,8.5,6.9
2014,Kentucky,8.9,6.0
2014,Creighton,11.4,3.3
2014,Wichita State,5.4,9.2
2014,Tennessee,5.1,9.4
2014,Syracuse,1.7,12.6
2014,Oklahoma State,10.3,3.8
2014,Iowa,12.4,1.7
2014,Ohio State,2.1,11.8
2014,UCLA,12.0,1.8
2014,San Diego State,1.8,11.5
2014,VCU,6.8,6.2
2014,Iowa State,12.8,0.0
2014,Gonzaga,7.1,5.7
2014,UConn,4.3,8.5
2014,Cincinnati,-0.1,12.2
2014,North Carolina,8.2,3.8
2014,Harvard,4.6,7.2
2014,Oregon,11.7,-0.2
2014,Arkansas,10.3,1.1
2014,Baylor,5.8,5.2
2014,Louisiana Tech,7.6,3.1
2014,Florida State,4.4,5.7
2014,Arizona State,7.6,2.4
2014,Memphis,7.3,2.7
2014,SMU,2.6,7.3
2014,Saint Louis,1.0,8.9
2014,Utah,3.4,6.5
2014,Xavier,5.1,4.5
2014,St. John's,4.4,5.2
2014,Oklahoma,11.4,-1.9
2014,Clemson,-4.0,13.2
2014,North Dakota State,4.9,4.3
2014,George Washington,3.9,5.2
2014,New Mexico,5.8,3.3
2014,Georgetown,3.3,5.8
2014,UMass,7.6,1.5
2014,Providence,6.2,2.7
2014,Dayton,4.5,4.1
2014,Maryland,4.6,3.9
2014,Marquette,5.3,3.2
2014,Kansas State,0.4,8.0
2014,West Virginia,7.9,0.4
2014,Texas,5.0,3.3
2014,Missouri,6.1,1.9
2014,California,3.8,4.1
2014,LSU,6.2,1.6
2014,BYU,10.8,-3.2
2014,Saint Mary's,1.9,5.7
2014,Saint Joseph's,3.8,3.6
2014,Stanford,4.5,3.0
2014,Indiana,4.1,3.2
2014,Boise State,5.7,1.6
2014,Iona,11.7,-4.3
2014,Southern Miss,1.5,5.8
2014,New Mexico State,5.1,1.9
2014,UNLV,3.0,4.0
2014,North Carolina Central,0.5,6.4
2014,Manhattan,5.0,1.9
2014,Mercer,4.6,2.2
2014,Illinois,-2.2,9.1
2014,Seton Hall,3.4,3.4
2014,Minnesota,3.7,3.0
2014,Colorado,2.5,4.2
2014,Alabama,0.0,6.5
2014,Ole Miss,6.6,-0.4
2014,NC State,4.7,1.5
2014,Cleveland State,2.2,4.0
2014,Green Bay,1.8,4.2
2014,Georgia,0.3,5.6
2014,Georgia State,5.6,0.2
2014,Notre Dame,4.5,1.3
2014,Butler,0.1,5.6
2014,Nebraska,0.5,5.2
2014,Purdue,5.0,0.7
2014,Middle Tennessee,-0.1,5.6
2014,Stephen F. Austin,0.6,4.8
2014,Vermont,-0.7,6.2
2014,St. Bonaventure,3.2,2.0
2014,Richmond,-1.5,6.5
2014,Northern Iowa,3.8,1.2
2014,Penn State,3.3,1.7
2014,Toledo,8.4,-3.5
2014,La Salle,0.2,4.4
2014,Wake Forest,2.5,2.0
2014,UC Santa Barbara,0.7,3.7
2014,Belmont,7.3,-3.1
2014,Texas A&M,-3.4,7.6
2014,Tulsa,1.8,2.4
2014,Oregon State,5.2,-1.1
2014,UC Irvine,-1.8,5.9
2014,Georgia Tech,0.0,4.1
2014,Delaware,8.6,-4.5
2014,Buffalo,3.2,0.8
2014,Eastern Kentucky,4.3,-0.3
2014,Texas Tech,-0.6,4.5
2014,Vanderbilt,-3.0,6.9
2014,Drexel,0.6,3.2
2014,Ohio,0.9,2.8
2014,South Carolina,1.1,2.6
2014,San Francisco,3.3,0.3
2014,Miami,-5.3,8.8
2014,Princeton,0.2,3.1
2014,Utah State,0.9,2.4
2014,Davidson,7.0,-3.7
2014,UTEP,-1.5,4.7
2014,Washington,5.7,-2.5
2014,Louisiana,6.4,-3.3
2014,Auburn,2.6,0.3
2014,Western Michigan,1.2,1.6
2014,Indiana State,0.7,1.8
2014,Boston University,1.5,1.0
2014,Colorado State,3.1,-0.6
2014,Wright State,-4.8,7.3
2014,Eastern Michigan,-5.2,7.6
2014,Weber State,0.1,2.4
2014,Akron,-0.8,3.2
2014,Charleston Southern,5.0,-2.6
2014,Portland,3.4,-1.1
2014,Boston College,3.0,-0.9
2014,Canisius,5.9,-3.9
2014,Wyoming,-4.9,6.9
2014,Northwestern,-7.2,9.1
2014,Valparaiso,-0.9,2.7
2014,Denver,-3.1,4.9
2014,Hawai'i,4.9,-3.1
2014,American University,-6.7,8.3
2014,Columbia,-2.2,3.8
2014,George Mason,0.5,0.9
2014,Fresno State,2.9,-1.5
2014,Duquesne,4.1,-2.6
2014,Southern,-2.5,3.9
2014,Towson,1.5,-0.2
2014,Quinnipiac,5.9,-4.6
2014,Murray State,2.9,-1.7
2014,Purdue Fort Wayne,4.2,-2.9
2014,Arkansas State,2.5,-1.4
2014,Rhode Island,-1.9,2.9
2014,Temple,5.0,-4.1
2014,Missouri State,-0.3,1.2
2014,Youngstown State,4.6,-3.7
2014,Santa Clara,0.8,0.0
2014,Nevada,2.8,-2.0
2014,Pacific,3.6,-2.9
2014,South Carolina Upstate,0.0,0.7
2014,South Dakota State,1.0,-0.4
2014,Holy Cross,-2.5,3.0
2014,Milwaukee,0.8,-0.3
2014,Virginia Tech,-3.8,4.3
2014,Stony Brook,-0.9,1.2
2014,Illinois State,-1.2,1.5
2014,UCF,2.9,-2.8
2014,Kent State,-0.5,0.7
2014,William & Mary,2.5,-2.4
2014,Yale,-3.4,3.3
2014,Bucknell,-4.2,4.2
2014,Brown,-0.4,0.4
2014,UAB,1.0,-1.0
2014,Charlotte,1.1,-1.1
2014,Houston,2.6,-2.6
2014,San Diego,-4.1,4.0
2014,Sam Houston,1.5,-1.6
2014,Western Kentucky,-2.5,2.3
2014,Drake,-1.3,1.0
2014,Morehead State,2.1,-2.4
2014,Wofford,-6.6,6.2
2014,Omaha,5.4,-5.9
2014,USC,1.5,-2.1
2014,Detroit Mercy,-0.1,-0.6
2014,Long Beach State,-1.0,0.3
2014,Siena,-2.1,1.2
2014,Albany,-4.4,3.4
2014,DePaul,1.4,-2.4
2014,Southern Illinois,-2.9,1.9
2014,Robert Morris,-0.3,-0.8
2014,Bowling Green,-6.3,5.1
2014,Florida Gulf Coast,-2.7,1.5
2014,Oakland,4.3,-5.6
2014,Elon,0.3,-1.6
2014,Oral Roberts,-1.1,-0.2
2014,Pepperdine,0.0,-1.4
2014,Colgate,-0.9,-0.4
2014,CSU Bakersfield,-2.1,0.5
2014,St. Francis (BKN),-3.3,1.6
2014,Loyola Marymount,2.8,-4.6
2014,Mississippi State,-1.7,-0.1
2014,Coastal Carolina,-2.9,1.1
2014,Old Dominion,-5.3,3.5
2014,Utah Valley,-4.5,2.6
2014,Northeastern,-2.5,0.6
2014,Rutgers,1.7,-3.8
2014,Rider,2.2,-4.3
2014,Dartmouth,-3.2,1.2
2014,Northwestern State,8.9,-11.0
2014,Montana,-1.9,-0.2
2014,Eastern Washington,4.1,-6.2
2014,Hampton,-0.2,-1.9
2014,Cal Poly,-8.2,6.1
2014,Northern Colorado,1.2,-3.4
2014,Wagner,-2.9,0.7
2014,Washington State,-5.8,3.6
2014,Southeast Missouri State,6.0,-8.3
2014,VMI,10.2,-12.5
2014,South Florida,-2.5,0.2
2014,Gardner-Webb,-1.5,-1.0
2014,Bryant,0.9,-3.4
2014,Northern Illinois,-8.1,5.6
2014,UT Arlington,4.1,-6.6
2014,CSU Northridge,5.2,-8.0
2014,UNC Asheville,2.6,-5.6
2014,Seattle U,-1.6,-1.3
2014,East Carolina,0.4,-3.4
2014,Fordham,3.1,-6.2
2014,Marist,-2.7,-0.4
2014,Western Carolina,0.3,-3.5
2014,Winthrop,-0.2,-3.0
2014,Miami (OH),-4.2,0.9
2014,Idaho State,-2.1,-1.2
2014,Bradley,-6.0,2.7
2014,Radford,1.8,-5.1
2014,Morgan State,-0.2,-3.1
2014,Hartford,-5.2,1.8
2014,CSU Fullerton,-1.4,-2.0
2014,Texas Southern,3.9,-7.2
2014,Little Rock,-0.5,-3.0
2014,North Dakota,2.3,-5.8
2014,Marshall,0.3,-3.8
2014,Evansville,-1.0,-2.6
2014,Charleston,-7.3,3.7
2014,East Tennessee State,2.2,-5.9
2014,Saint Peter's,-8.5,4.6
2014,UL Monroe,-6.7,2.9
2014,Lehigh,-4.1,0.2
2014,Army,0.8,-4.7
2014,North Florida,0.7,-4.6
2014,Northern Arizona,-4.7,0.6
2014,Tennessee Tech,-1.8,-2.3
2014,Florida International,-2.7,-1.4
2014,South Dakota,-1.7,-2.3
2014,Air Force,-4.6,0.5
2014,Central Michigan,1.3,-5.4
2014,TCU,-5.4,1.2
2014,Idaho,1.3,-5.6
2014,Florida Atlantic,-4.9,0.6
2014,Mount St. Mary's,4.0,-8.4
2014,Western Illinois,-10.5,6.1
2014,Loyola Chicago,-4.2,-0.3
2014,Hofstra,-1.3,-3.2
2014,Fairfield,-6.5,1.9
2014,Portland State,-0.4,-4.3
2014,South Alabama,-3.1,-1.5
2014,James Madison,-5.2,0.5
2014,High Point,-2.1,-2.6
2014,Pennsylvania,-2.0,-2.8
2014,Grand Canyon,-1.0,-3.8
2014,Liberty,-4.0,-0.9
2014,Sacramento State,-3.8,-1.2
2014,Monmouth,-3.6,-1.6
2014,Niagara,2.6,-7.8
2014,Lafayette,1.1,-6.3
2014,Troy,-3.2,-2.1
2014,Texas A&M-CC,-5.7,0.4
2014,Chattanooga,-0.1,-5.4
2014,Lipscomb,1.7,-7.2
2014,UIC,-3.2,-2.3
2014,North Texas,-2.1,-3.5
2014,NJIT,-2.1,-3.8
2014,Montana State,-4.6,-1.5
2014,Austin Peay,1.0,-7.1
2014,Savannah State,-9.7,3.3
2014,Norfolk State,-2.2,-4.4
2014,UC Riverside,-3.9,-2.8
2014,UNC Wilmington,-7.7,1.0
2014,Ball State,-3.7,-3.2
2014,Jackson State,-6.3,-0.8
2014,Tennessee State,-3.4,-3.7
2014,Texas State,-9.6,2.5
2014,Navy,-9.4,2.1
2014,Incarnate Word,-1.0,-6.4
2014,Georgia Southern,-3.7,-3.8
2014,Delaware State,-10.1,2.4
2014,Loyola (MD),-4.3,-3.5
2014,Alabama State,-4.3,-3.7
2014,Kansas City,-3.0,-5.0
2014,Tulane,-7.2,-0.8
2014,UT Rio Grande Valley,-5.6,-2.5
2014,Northern Kentucky,-4.6,-3.6
2014,Jacksonville,0.5,-8.8
2014,Florida A&M,-2.0,-6.4
2014,Eastern Illinois,-5.3,-3.1
2015,Kentucky,10.3,13.6
2015,Duke,16.4,6.0
2015,Wisconsin,10.4,11.3
2015,Virginia,1.9,17.7
2015,Arizona,10.7,8.9
2015,Villanova,10.8,8.5
2015,North Carolina,14.9,2.9
2015,Gonzaga,11.5,4.9
2015,Ohio State,9.7,6.6
2015,Utah,5.0,11.3
2015,Notre Dame,13.0,2.8
2015,Louisville,5.1,9.8
2015,Kansas,8.9,5.5
2015,Oklahoma,7.4,6.6
2015,Iowa State,12.7,1.1
2015,Michigan State,7.6,6.2
2015,Wichita State,5.1,8.6
2015,Baylor,4.8,8.8
2015,Butler,3.5,9.3
2015,Texas,4.0,8.5
2015,Iowa,5.6,6.5
2015,VCU,8.3,3.7
2015,Northern Iowa,0.9,10.9
2015,West Virginia,8.0,3.5
2015,Syracuse,4.3,6.4
2015,Maryland,4.1,6.4
2015,NC State,6.4,4.0
2015,Providence,5.8,4.6
2015,Georgetown,6.0,4.3
2015,Davidson,11.2,-0.9
2015,BYU,14.6,-4.4
2015,Florida,0.4,9.8
2015,Arkansas,10.4,-0.4
2015,Purdue,4.6,5.3
2015,SMU,3.3,6.5
2015,Illinois,4.8,4.9
2015,Indiana,11.5,-1.9
2015,Miami,4.4,5.3
2015,Oklahoma State,3.6,6.0
2015,Xavier,8.4,1.1
2015,Dayton,2.7,6.7
2015,St. John's,6.3,2.9
2015,Richmond,2.0,6.9
2015,Stephen F. Austin,6.9,1.9
2015,Cincinnati,-2.3,11.0
2015,Georgia,3.9,4.8
2015,Minnesota,7.7,0.8
2015,Ole Miss,7.3,0.9
2015,Old Dominion,-1.5,9.6
2015,Rhode Island,1.5,6.6
2015,Boise State,4.2,3.9
2015,Texas A&M,2.5,5.6
2015,TCU,2.2,5.8
2015,Vanderbilt,5.0,2.9
2015,LSU,7.0,0.8
2015,San Diego State,-3.3,11.0
2015,Georgia State,4.0,3.6
2015,UConn,1.5,6.2
2015,Murray State,9.9,-2.3
2015,Buffalo,7.1,0.4
2015,Michigan,1.6,5.5
2015,George Washington,1.0,6.1
2015,Temple,1.6,5.4
2015,Colorado State,5.7,1.3
2015,North Carolina Central,-0.5,7.4
2015,Alabama,2.2,4.6
2015,Illinois State,2.7,4.0
2015,Yale,1.6,5.0
2015,South Carolina,-0.1,6.5
2015,Sam Houston,1.3,5.0
2015,Memphis,2.5,3.8
2015,Kansas State,0.0,6.2
2015,Harvard,-1.7,7.8
2015,Pittsburgh,2.0,4.0
2015,Stanford,6.0,0.0
2015,Hofstra,9.0,-3.1
2015,Saint Mary's,2.5,3.3
2015,Penn State,3.0,2.7
2015,Seton Hall,4.0,1.8
2015,Valparaiso,0.6,5.1
2015,Green Bay,0.6,4.9
2015,Arizona State,4.1,1.4
2015,Clemson,-2.5,7.8
2015,UC Irvine,1.3,4.0
2015,Georgia Tech,-0.1,5.3
2015,Central Michigan,7.7,-2.5
2015,Louisiana Tech,4.2,0.9
2015,Toledo,7.3,-2.2
2015,La Salle,-0.6,5.6
2015,Iona,10.9,-6.1
2015,UCLA,5.8,-1.0
2015,Eastern Kentucky,2.5,2.3
2015,UNLV,4.2,0.5
2015,South Dakota State,3.9,0.8
2015,Boston College,2.2,2.4
2015,UMass,4.6,0.1
2015,William & Mary,5.2,-0.7
2015,New Mexico State,0.8,3.7
2015,Tennessee,-0.3,4.8
2015,UTEP,1.8,2.7
2015,Wofford,-2.7,7.0
2015,Tulsa,-1.6,5.8
2015,Creighton,2.5,1.7
2015,St. Bonaventure,1.1,3.1
2015,San Diego,-0.2,4.2
2015,UC Santa Barbara,1.7,2.2
2015,Evansville,4.1,-0.1
2015,Northwestern,-1.2,5.2
2015,Cleveland State,-1.0,4.9
2015,Vermont,-0.8,4.7
2015,Nebraska,-2.9,6.6
2015,Akron,0.6,3.1
2015,Florida State,2.2,1.5
2015,UC Davis,2.9,0.7
2015,Colorado,2.2,1.4
2015,Oregon,7.1,-3.5
2015,Marquette,0.0,3.4
2015,Long Beach State,1.8,1.3
2015,Wyoming,-4.8,7.7
2015,Eastern Washington,9.9,-7.0
2015,South Carolina Upstate,-0.2,3.1
2015,North Florida,5.5,-2.8
2015,Northeastern,1.4,1.2
2015,Coastal Carolina,-0.4,3.0
2015,Albany,-1.5,3.9
2015,Georgia Southern,-1.2,3.6
2015,Stony Brook,-1.4,3.7
2015,Louisiana,5.8,-3.5
2015,Bowling Green,-1.1,3.4
2015,Wake Forest,3.4,-1.2
2015,Kent State,-1.2,3.4
2015,New Mexico,-3.2,5.3
2015,Belmont,5.9,-3.9
2015,Washington,2.6,-0.7
2015,Morehead State,1.4,0.4
2015,Eastern Michigan,-1.0,2.8
2015,Utah State,0.3,1.4
2015,Columbia,-0.8,2.5
2015,Canisius,-1.4,3.0
2015,Charlotte,6.1,-4.6
2015,Western Kentucky,2.2,-0.7
2015,High Point,3.0,-1.5
2015,Cal Poly,-5.5,6.9
2015,Chattanooga,1.9,-1.0
2015,Mercer,-1.7,2.6
2015,UT Martin,0.8,0.1
2015,Manhattan,1.8,-1.1
2015,California,0.2,0.5
2015,Florida Gulf Coast,-1.0,1.7
2015,DePaul,4.2,-3.5
2015,Texas Tech,-3.4,4.0
2015,Rider,-1.2,1.8
2015,Lehigh,0.9,-0.3
2015,UAB,1.9,-1.3
2015,Saint Joseph's,-2.7,3.2
2015,Auburn,3.8,-3.4
2015,Charleston Southern,2.6,-2.3
2015,Quinnipiac,2.0,-1.7
2015,Loyola Chicago,-3.4,3.6
2015,Mississippi State,-3.9,4.1
2015,Colgate,-0.5,0.6
2015,UNC Wilmington,1.4,-1.3
2015,San Francisco,1.4,-1.3
2015,American University,-7.6,7.6
2015,Montana,0.4,-0.4
2015,Radford,2.1,-2.1
2015,Dartmouth,-2.7,2.5
2015,Oregon State,-7.5,7.4
2015,Winthrop,2.4,-2.6
2015,Monmouth,-2.4,2.2
2015,Lafayette,6.2,-6.4
2015,Pepperdine,-4.1,3.8
2015,Middle Tennessee,-4.3,3.9
2015,St. Francis (BKN),-0.4,0.0
2015,Robert Morris,-0.1,-0.4
2015,New Hampshire,-2.3,1.8
2015,Cornell,-3.7,3.2
2015,Virginia Tech,0.2,-0.8
2015,Norfolk State,0.8,-1.5
2015,Western Michigan,3.1,-3.8
2015,Princeton,1.3,-2.1
2015,UT Arlington,3.0,-3.8
2015,Saint Peter's,-6.0,5.2
2015,Oakland,6.5,-7.2
2015,Portland,1.9,-2.7
2015,NJIT,1.4,-2.3
2015,UL Monroe,-5.1,4.0
2015,North Dakota State,-4.0,2.9
2015,George Mason,-0.6,-0.6
2015,Detroit Mercy,1.6,-2.9
2015,Northern Arizona,-0.9,-0.5
2015,East Tennessee State,2.8,-4.2
2015,Indiana State,0.4,-1.8
2015,Oral Roberts,1.5,-3.0
2015,Bucknell,1.0,-2.5
2015,Purdue Fort Wayne,0.5,-2.1
2015,Air Force,-1.1,-0.5
2015,Northern Kentucky,0.2,-1.9
2015,Rutgers,-3.7,1.9
2015,Tulane,-2.8,1.0
2015,James Madison,-0.4,-1.4
2015,Sacramento State,-0.3,-1.7
2015,Northern Illinois,-3.4,1.5
2015,Duquesne,4.7,-6.7
2015,Denver,-4.8,2.8
2015,Boston University,0.8,-2.9
2015,East Carolina,-1.3,-0.7
2015,Washington State,4.3,-6.4
2015,St. Francis (PA),-3.4,1.1
2015,South Dakota,1.9,-4.2
2015,Mount St. Mary's,-2.4,0.0
2015,Holy Cross,-1.3,-1.0
2015,Houston,-1.8,-0.6
2015,Texas State,-7.5,5.0
2015,Missouri,-4.0,1.6
2015,Fordham,-1.0,-1.5
2015,Elon,0.9,-3.4
2015,Incarnate Word,5.5,-8.0
2015,Army,2.6,-5.2
2015,Fresno State,-0.3,-2.3
2015,Gardner-Webb,4.4,-7.2
2015,SIU Edwardsville,-1.1,-1.7
2015,Tennessee Tech,0.0,-2.9
2015,Texas A&M-CC,-3.5,0.6
2015,USC,0.2,-3.1
2015,Maryland-Eastern Shore,-0.6,-2.3
2015,Texas Southern,-0.4,-2.6
2015,UNC Asheville,1.3,-4.3
2015,Southern Illinois,-5.7,2.7
2015,Idaho,5.0,-8.1
2015,Bryant,-1.4,-1.8
2015,Towson,-3.6,0.3
2015,Hawai'i,3.1,-6.5
2015,Eastern Illinois,-4.7,1.3
2015,Northern Colorado,3.5,-7.0
2015,Miami (OH),-1.4,-2.2
2015,Siena,2.5,-6.1
2015,Western Carolina,0.4,-4.1
2015,Southeast Missouri State,-0.3,-3.4
2015,Drexel,-6.0,2.2
2015,Little Rock,0.3,-4.1
